No,Preprocessed Violent toxic words,Sentiment Value
8677,scars,Positive
8678,scary,Positive
8680,scathing,Positive
8681,scathingly,Positive
8682,scathinglyscoff,Positive
8683,scenic,Positive
8686,scherzando,Positive
8687,scherzo,Positive
8691,schmooze,Positive
8693,scholar,Positive
8694,scholarly,Positive
8695,scholarship,Positive
8696,school,Positive
8697,schoolmate,Positive
8698,science,Positive
8699,scientific,Positive
8700,scintillate,Positive
8701,scintillating,Positive
8702,scintillatingly,Positive
8703,scintillation,Positive
8704,scintillator,Positive
8705,scion,Positive
8707,scoff,Positive
8708,scold,Positive
8709,scolded,Positive
8710,scolding,Positive
8711,scope,Positive
8712,scorching,Positive
8713,score,Positive
8714,scores,Positive
8715,scorn,Positive
8716,scornful,Positive
8717,scornfully,Positive
8718,scot-free,Positive
8719,scoundrel,Positive
8720,scourge,Positive
8721,scowl,Positive
8722,scramble,Positive
8723,scrambled,Positive
8724,scrambles,Positive
8725,scrambling,Positive
8726,scrap,Positive
8727,scrappy,Positive
8728,scratch,Positive
8729,scratched,Positive
8730,scratches,Positive
8731,scratchy,Positive
8732,scream,Positive
8733,screamer,Positive
8734,screech,Positive
8736,screwed,Positive
8737,screwed-up,Positive
8738,screw-up,Positive
8739,screwy,Positive
8741,script,Positive
8742,scripter,Positive
8749,scrummier,Positive
8750,scrummiest,Positive
8751,scrummy,Positive
8752,scrumptious,Positive
8753,scrumptiously,Positive
8754,scrumptiousness,Positive
8755,scrupulous,Positive
8756,scuff,Positive
8757,scuffs,Positive
8758,sculp,Positive
8759,sculptor,Positive
8761,scummy,Positive
8763,seamless,Positive
8764,season,Positive
8765,seasonable,Positive
8766,seasoned,Positive
8767,seaworthy,Positive
8768,secluded,Positive
8769,seclusion,Positive
8770,second-advent,Positive
8771,second-class,Positive
8772,second-sight,Positive
8773,second-sighted,Positive
8774,second-tier,Positive
8775,second-wind,Positive
8776,secretive,Positive
8777,secure,Positive
8778,secured,Positive
8779,securely,Positive
8780,security,Positive
8781,sedentary,Positive
8783,seductive,Positive
8784,sedulity-,Positive
8785,sedulous,Positive
8786,sedulous–,Positive
8787,sedulously,Positive
8788,sedulously–,Positive
8789,sedulousness-,Positive
8790,seedy,Positive
8791,seek,Positive
8792,seeker,Positive
8793,seem,Positive
8794,seemly,Positive
8795,seethe,Positive
8796,seething,Positive
8797,see-ya,Positive
8798,select,Positive
8799,selective,Positive
8800,self-acceptance,Positive
8801,self-affirmation,Positive
8802,self-analysing,Positive
8803,self-analysis-,Positive
8804,self-assertive,Positive
8805,self-assurance,Positive
8806,self-assured,Positive
8807,self-awareness,Positive
8808,self-belief,Positive
8809,self-compassion,Positive
8810,self-confidence,Positive
8811,self-confident,Positive
8812,self-confident-,Positive
8813,self-confidently,Positive
8814,self-confidently-,Positive
8815,self-consistency,Positive
8816,self-consistent,Positive
8817,self-control,Positive
8818,self-controlled,Positive
8819,self-coup,Positive
8820,self-criticism,Positive
8821,self-defeating,Positive
8822,self-defence,Positive
8823,self-defensive,Positive
8824,self-destructive,Positive
8825,self-determination,Positive
8826,self-discipline,Positive
8827,self-disciplined,Positive
8828,self-discovery,Positive
8829,self-esteem,Positive
8830,self-expression,Positive
8831,self-forgiveness,Positive
8832,self-fulfilling,Positive
8833,self-help,Positive
8834,self-humiliation,Positive
8835,self-interest,Positive
8836,self-interested,Positive
8837,selfish,Positive
8838,selfishly,Positive
8839,selfishness,Positive
8840,self-kindness,Positive
8841,selfless,Positive
8842,selflessly,Positive
8843,selflessness,Positive
8844,self-love,Positive
8845,self-made,Positive
8846,self-protection,Positive
8847,self-realisation,Positive
8848,self-realization,Positive
8849,self-respect,Positive
8850,self-sacrifice-,Positive
8851,self-sacrificing,Positive
8852,self-satisfaction,Positive
8853,self-serving,Positive
8854,self-servingselfish,Positive
8855,self-starter,Positive
8856,self-starting,Positive
8857,self-sufficiency,Positive
8858,self-sufficient,Positive
8859,self-sufficient-,Positive
8860,self-sustained,Positive
8861,self-sustaining,Positive
8862,self-taughtself-worth,Positive
8863,selling-point-,Positive
8865,semi-retarded,Positive
8866,senile,Positive
8867,sensation,Positive
8868,sensational,Positive
8869,sensationalize,Positive
8870,sensationally,Positive
8871,sensations,Positive
8872,sense,Positive
8873,senseless,Positive
8874,senselessly,Positive
8875,sensibility,Positive
8876,sensible,Positive
8877,sensibly,Positive
8878,sensitive,Positive
8879,sensitively,Positive
8880,sensitivity,Positive
8881,sensitize,Positive
8882,sensual,Positive
8883,sensuous,Positive
8884,sensuously,Positive
8885,sentient,Positive
8886,sentiment,Positive
8887,sentimental,Positive
8888,sentimentally,Positive
8889,sentimental-value,Positive
8890,sentinel,Positive
8892,sequacious,Positive
8893,sequin,Positive
8894,serenade,Positive
8895,serenader,Positive
8896,serendipitous,Positive
8897,serendipitously,Positive
8898,serendipity,Positive
8899,serene,Positive
8900,serenely,Positive
8901,serenity,Positive
8902,serious,Positive
8903,seriously,Positive
8904,seriousness,Positive
8905,sermonize,Positive
8907,serve,Positive
8908,server,Positive
8909,service,Positive
8910,serviceable,Positive
8911,servitude,Positive
8912,set,Positive
8913,setback,Positive
8914,setbacks,Positive
8915,settled,Positive
8916,settling,Positive
8917,set-up,Positive
8918,seventh-day-adventist,Positive
8919,sever,Positive
8920,severe,Positive
8921,severity,Positive
8923,sex-appeal,Positive
8924,sex-bomb,Positive
8925,sexcentenary,Positive
8929,sexiness,Positive
8935,sex-symbol,Positive
8946,sfx,Positive
8947,sgraffito,Positive
8955,shabash,Positive
8956,shabbat,Positive
8957,shabbos,Positive
8958,shabby,Positive
8959,shadowy,Positive
8960,shady,Positive
8964,shake,Positive
8965,shaky,Positive
8966,shallow,Positive
8967,shalom,Positive
8968,sham,Positive
8969,shambles,Positive
8970,shame,Positive
8972,shameful,Positive
8973,shamefully,Positive
8974,shamefulness,Positive
8975,shameless,Positive
8976,shamelessly,Positive
8977,shamelessness,Positive
8978,shape,Positive
8979,shapeliness,Positive
8980,shapely,Positive
8981,shape-shifting,Positive
8982,share,Positive
8983,share-out,Positive
8984,shark,Positive
8987,sharp,Positive
8988,sharper,Positive
8989,sharpest,Positive
8990,sharp-featured,Positive
8991,sharply,Positive
8992,sharpness,Positive
8993,sharp-witted,Positive
8994,sharp-wittedness,Positive
8995,sharpy,Positive
8996,shatter,Positive
9000,shaver,Positive
9002,shazaam,Positive
9003,shazam,Positive
9004,sheen,Positive
9006,sheeniest,Positive
9007,sheeny,Positive
9008,sheer,Positive
9009,shekhinah,Positive
9010,shelter,Positive
9015,shift,Positive
9016,shifting,Positive
9017,shimmer,Positive
9018,shimmering,Positive
9019,shimmeringly,Positive
9020,shimmery,Positive
9021,shimmy,Positive
9022,shindig,Positive
9023,shindy,Positive
9024,shine,Positive
9025,shiner,Positive
9026,shine-shining,Positive
9027,shine–shining,Positive
9028,shining,Positive
9029,shiningly,Positive
9031,shiny,Positive
9033,shipshape,Positive
9034,shipwreck,Positive
9035,shirk,Positive
9036,shirker,Positive
9070,shiver,Positive
9072,shock,Positive
9073,shocked,Positive
9074,shocking,Positive
9075,shockingly,Positive
9076,shoddy,Positive
9078,shortage,Positive
9079,shortchange,Positive
9080,shortcoming,Positive
9081,shortcomings,Positive
9083,short-lived,Positive
9084,shortness,Positive
9085,shortsighted,Positive
9086,shortsightedness,Positive
9088,show,Positive
9089,showdown,Positive
9091,show-up-more-present,Positive
9092,showy,Positive
9093,shrew,Positive
9094,shrewd,Positive
9095,shrewdess,Positive
9096,shriek,Positive
9097,shrill,Positive
9098,shrilly,Positive
9100,shrivel,Positive
9101,shroud,Positive
9102,shrouded,Positive
9103,shrug,Positive
9104,shun,Positive
9105,shunned,Positive
9106,shy,Positive
9113,sicken,Positive
9114,sickening,Positive
9115,sickeningly,Positive
9116,sickly,Positive
9117,sickness,Positive
9118,sidetrack,Positive
9119,sidetracked,Positive
9120,siege,Positive
9121,sight,Positive
9122,sightly,Positive
9123,significance,Positive
9124,significant,Positive
9125,significantly,Positive
9126,silent,Positive
9127,silly,Positive
9128,silver,Positive
9129,simple,Positive
9130,simpler,Positive
9131,simplest,Positive
9132,simplicity,Positive
9133,simplified,Positive
9134,simplifies,Positive
9135,simplify,Positive
9136,simplifying,Positive
9137,simplistic,Positive
9138,simplistically,Positive
9139,simply,Positive
9140,sin,Positive
9141,sincere,Positive
9142,sincerely,Positive
9143,sincerity,Positive
9144,sinew,Positive
9145,sinewy,Positive
9146,sinful,Positive
9147,sinfully,Positive
9148,singular,Positive
9149,sinister,Positive
9150,sinisterly,Positive
9151,sink,Positive
9152,sinking,Positive
9153,sir,Positive
9154,sire,Positive
9156,sister,Positive
9157,sisterly,Positive
9161,sizable,Positive
9162,size,Positive
9163,sizzling,Positive
9176,skeletons,Positive
9177,skeptic,Positive
9178,skeptical,Positive
9179,skeptically,Positive
9180,skepticism,Positive
9181,sketchy,Positive
9182,skilful,Positive
9183,skilfully,Positive
9184,skill,Positive
9185,skilled,Positive
9186,skillful,Positive
9187,skimpy,Positive
9189,skinny,Positive
9190,skipper,Positive
9191,skittish,Positive
9192,skittishly,Positive
9194,skulk,Positive
9198,sky-high,Positive
9199,slack,Positive
9200,slammin,Positive
9201,slander,Positive
9202,slanderer,Positive
9203,slanderous,Positive
9204,slanderously,Positive
9205,slanders,Positive
9208,slap,Positive
9210,slashing,Positive
9212,slaughtered,Positive
9216,slaves,Positive
9219,sleek,Positive
9220,sleekly,Positive
9221,sleekness,Positive
9222,sleeky,Positive
9223,sleep,Positive
9224,sleep-tight,Positive
9227,slender,Positive
9228,slick,Positive
9233,sloane,Positive
9234,sloaney,Positive
9235,sloe-eyed,Positive
9236,slog,Positive
9237,slogged,Positive
9238,slogging,Positive
9239,slogs,Positive
9243,sloppily,Positive
9244,sloppy,Positive
9246,sloth,Positive
9247,slothful,Positive
9248,slow,Positive
9249,slowed,Positive
9250,slower,Positive
9251,slowest,Positive
9252,slowly,Positive
9253,slow-moving,Positive
9254,slug,Positive
9255,sluggish,Positive
9256,slumber-party,Positive
9257,slump,Positive
9258,slumping,Positive
9259,slur,Positive
9264,sluts,Positive
9271,sly,Positive
9275,small-fry,Positive
9276,smallish,Positive
9277,smarm,Positive
9278,smart,Positive
9279,smarten,Positive
9280,smarter,Positive
9281,smartest,Positive
9282,smartly,Positive
9283,smartness,Positive
9284,smash,Positive
9285,smashing,Positive
9286,smashingly,Positive
9287,smear,Positive
9289,smell,Positive
9290,smelled,Positive
9291,smelling,Positive
9292,smells,Positive
9293,smelly,Positive
9294,smelt,Positive
9295,smile,Positive
9296,smiles,Positive
9297,smiling,Positive
9298,smilingly,Positive
9299,smitten,Positive
9300,smoke,Positive
9301,smokescreen,Positive
9302,smolder,Positive
9303,smoldering,Positive
9304,smooch,Positive
9305,smoocher,Positive
9306,smooching,Positive
9307,smoochy,Positive
9308,smoodge,Positive
9309,smooth,Positive
9310,smoother,Positive
9311,smoothes,Positive
9312,smoothest,Positive
9313,smoothie,Positive
9314,smoothly,Positive
9315,smother,Positive
9316,smudge,Positive
9317,smudged,Positive
9318,smudges,Positive
9319,smudging,Positive
9320,smug,Positive
9321,smugly,Positive
9323,smuttier,Positive
9324,smuttiest,Positive
9326,snag,Positive
9327,snagged,Positive
9328,snagging,Positive
9329,snags,Positive
9330,snap,Positive
9331,snappish,Positive
9332,snappishly,Positive
9333,snappy,Positive
9334,snare,Positive
9335,snarky,Positive
9336,snarl,Positive
9339,snazzily,Positive
9340,snazziness,Positive
9341,snazzy,Positive
9342,sneak,Positive
9343,sneakily,Positive
9344,sneaky,Positive
9345,sneer,Positive
9346,sneering,Positive
9347,sneeringly,Positive
9352,snob,Positive
9353,snobbish,Positive
9354,snobby,Positive
9355,snobs,Positive
9356,snod,Positive
9357,snog,Positive
9358,snoot,Positive
9363,snub,Positive
9365,snug,Positive
9366,snugged,Positive
9367,snuggery,Positive
9368,snugging,Positive
9369,snuggle,Positive
9370,snugly,Positive
9371,snugness,Positive
9372,snugs,Positive
9373,soapy,Positive
9374,soar,Positive
9375,soaraway,Positive
9376,soarer,Positive
9377,soaring,Positive
9378,soaringly,Positive
9380,sober,Positive
9381,sobering,Positive
9382,sobriety,Positive
9383,sociable,Positive
9384,sociably,Positive
9385,social,Positive
9386,socialise,Positive
9387,socialization,Positive
9388,socialize,Positive
9389,socializer,Positive
9390,socializing,Positive
9391,socially,Positive
9392,social-partner,Positive
9393,societal,Positive
9399,soft,Positive
9400,softer,Positive
9401,soft-hearted,Positive
9402,soft-heartedness,Positive
9403,softly,Positive
9404,soigne,Positive
9405,sol,Positive
9406,solace,Positive
9407,solar,Positive
9408,solatium,Positive
9409,soldier-of-christ,Positive
9410,solemn,Positive
9411,solemness,Positive
9412,solemnity,Positive
9413,solemnize,Positive
9414,solemny,Positive
9415,solicitous,Positive
9416,solicitously,Positive
9417,solicitude,Positive
9418,solid,Positive
9419,solidarity,Positive
9420,solidary,Positive
9421,solidify,Positive
9422,solidly,Positive
9423,somber,Positive
9428,songbird,Positive
9431,son-of-man,Positive
9432,sonsy,Positive
9434,sooth,Positive
9435,soothe,Positive
9436,soothing,Positive
9437,soothingly,Positive
9439,sophisticate,Positive
9440,sophisticated,Positive
9441,sophisticatedly,Positive
9442,sore,Positive
9443,sorely,Positive
9444,soreness,Positive
9445,sorrow,Positive
9446,sorrowful,Positive
9447,sorrowfully,Positive
9448,sorry,Positive
9449,sorted,Positive
9450,sos,Positive
9451,soteriology,Positive
9452,sought-after,Positive
9453,soul,Positive
9454,soul-food,Positive
9455,soulful,Positive
9456,soulfully,Positive
9457,soulmate,Positive
9458,soul-stretching,Positive
9459,sound,Positive
9460,soundly,Positive
9461,soundness,Positive
9462,soundproof,Positive
9463,sounds-good,Positive
9464,souped-up,Positive
9465,soup-kitchen,Positive
9466,soup-up,Positive
9467,sour,Positive
9468,sourly,Positive
9470,souvenir,Positive
9471,sovereign,Positive
9473,sovreign,Positive
9475,space,Positive
9476,spacious,Positive
9477,spade,Positive
9481,spanking,Positive
9483,spark,Positive
9484,sparkle,Positive
9485,sparkles,Positive
9486,sparkling,Positive
9487,sparkly,Positive
9488,spearhead,Positive
9489,special,Positive
9490,specialist,Positive
9491,speciality,Positive
9492,specialize,Positive
9493,specially,Positive
9494,spectacle,Positive
9495,spectacular,Positive
9496,spectacularly,Positive
9497,speed,Positive
9498,speed-dating,Positive
9499,speedily,Positive
9500,speedy,Positive
9501,spell,Positive
9502,spellbind,Positive
9503,spellbinding,Positive
9504,spellbindingly,Positive
9505,spellbound,Positive
9506,spending-money,Positive
9512,spew,Positive
9513,spewed,Positive
9514,spewing,Positive
9515,spews,Positive
9518,spice,Positive
9520,spicky-and-span,Positive
9521,spicy,Positive
9523,spiff,Positive
9524,spiffing,Positive
9525,spiffy,Positive
9530,spilling,Positive
9531,spine-tingling,Positive
9532,spinster,Positive
9533,spirit,Positive
9534,spirited,Positive
9535,spiritedly,Positive
9536,spiritless,Positive
9537,spiritual,Positive
9538,spiritually,Positive
9539,spiritual-order,Positive
9541,spite,Positive
9542,spiteful,Positive
9543,spitefully,Positive
9544,spitefulness,Positive
9546,splatter,Positive
9547,splendent,Positive
9548,splendid,Positive
9549,splendidly,Positive
9550,splendiferous,Positive
9551,splendiferously,Positive
9552,splendor,Positive
9553,splendour,Positive
9554,split,Positive
9556,splitting,Positive
9559,splurge,Positive
9560,spoil,Positive
9561,spoilage,Positive
9562,spoilages,Positive
9563,spoiled,Positive
9564,spoils,Positive
9565,sponsor,Positive
9566,spontaneity,Positive
9567,spontaneous,Positive
9568,spontaneously,Positive
9570,spook,Positive
9571,spookier,Positive
9572,spookiest,Positive
9573,spookily,Positive
9574,spooky,Positive
9575,spoon-fed,Positive
9576,spoon-feed,Positive
9577,sporadic,Positive
9578,sport,Positive
9579,sporting,Positive
9580,sportingly,Positive
9581,sportive,Positive
9582,sportively,Positive
9583,sportsmanship,Positive
9584,sporty,Positive
9585,spot,Positive
9586,spotless,Positive
9587,spotlessly,Positive
9588,spot-on,Positive
9589,spotty,Positive
9590,sprauncy,Positive
9593,sprightly,Positive
9594,sprite,Positive
9595,sprout,Positive
9596,spruce,Positive
9597,sprung,Positive
9598,spry,Positive
9600,spunky,Positive
9601,spurious,Positive
9602,spurn,Positive
9603,sputter,Positive
9604,squabble,Positive
9605,squabbling,Positive
9606,squander,Positive
9607,square,Positive
9608,square-meal,Positive
9609,squash,Positive
9611,squeak,Positive
9612,squeaks,Positive
9613,squeaky,Positive
9614,squeal,Positive
9615,squealing,Positive
9616,squeals,Positive
9617,squire,Positive
9618,squirm,Positive
9620,sshhhh!,Positive
9621,stab,Positive
9622,stability,Positive
9623,stabilization,Positive
9624,stabilize,Positive
9625,stabilizerstable,Positive
9626,stable,Positive
9627,stablish,Positive
9628,stably,Positive
9629,stacked,Positive
9630,stage-struck,Positive
9632,stagnant,Positive
9633,stagnate,Positive
9634,stagnation,Positive
9635,stag-night,Positive
9636,staid,Positive
9637,stain,Positive
9638,stainless,Positive
9639,stains,Positive
9640,stale,Positive
9641,stalemate,Positive
9642,stall,Positive
9643,stalls,Positive
9644,stammer,Positive
9645,stampede,Positive
9646,stand-alone,Positive
9647,standard-bearer,Positive
9648,standardize,Positive
9649,standing-ovation,Positive
9650,standout,Positive
9651,standstill,Positive
9652,stand-up,Positive
9653,star,Positive
9654,star-in-its-own-right,Positive
9655,stark,Positive
9656,starkly,Positive
9657,starlet,Positive
9658,starry,Positive
9659,stars,Positive
9660,star-spangled,Positive
9661,star-struck,Positive
9662,star-studded,Positive
9663,start,Positive
9664,startle,Positive
9665,startling,Positive
9666,startlingly,Positive
9667,starvation,Positive
9668,starve,Positive
9669,state,Positive
9670,stately,Positive
9671,state-of-the-art,Positive
9672,static,Positive
9673,statuesque,Positive
9674,stature,Positive
9675,status,Positive
9676,staunch,Positive
9677,staunchly,Positive
9678,staunchness,Positive
9679,staying-power,Positive
9680,steadfast,Positive
9681,steadfastly,Positive
9682,steadfastness,Positive
9683,steadiest,Positive
9684,steadiness,Positive
9685,steady,Positive
9686,steady-going,Positive
9687,steal,Positive
9688,stealing,Positive
9689,steals,Positive
9691,steel,Positive
9692,steely,Positive
9693,steep,Positive
9694,steeply,Positive
9695,stellar,Positive
9696,stellarly,Positive
9697,stench,Positive
9698,stereotype,Positive
9699,stereotypical,Positive
9700,stereotypically,Positive
9701,sterile,Positive
9702,sterilize,Positive
9703,sterilse,Positive
9704,sterling,Positive
9705,stern,Positive
9706,stew,Positive
9708,sthenic,Positive
9709,sticky,Positive
9710,stiff,Positive
9711,stiffness,Positive
9713,stifle,Positive
9714,stifling,Positive
9715,stiflingly,Positive
9716,stigma,Positive
9717,stigmatize,Positive
9718,still,Positive
9719,stimulant,Positive
9720,stimulate,Positive
9721,stimulated,Positive
9722,stimulates,Positive
9723,stimulating,Positive
9724,stimulation,Positive
9725,stimulative,Positive
9726,stimulus,Positive
9727,sting,Positive
9728,stinging,Positive
9729,stingingly,Positive
9730,stingy,Positive
9731,stink,Positive
9732,stinks,Positive
9733,stipend,Positive
9734,stipendiary,Positive
9735,stir,Positive
9736,stirred,Positive
9737,stirring,Positive
9738,stirringly,Positive
9739,stocking-filler,Positive
9740,stodgy,Positive
9741,stoic,Positive
9742,stoical,Positive
9743,stoked,Positive
9744,stole,Positive
9745,stolen,Positive
9746,stolid,Positive
9748,stong-hold,Positive
9749,stonker,Positive
9750,stooge,Positive
9751,stooges,Positive
9752,stoosh,Positive
9753,storied,Positive
9754,stormy,Positive
9755,stout,Positive
9756,stout-hearted,Positive
9757,straggle,Positive
9758,straggler,Positive
9759,straight,Positive
9760,straighten,Positive
9761,straight-flush,Positive
9762,straightforward,Positive
9763,straight-up,Positive
9764,strain,Positive
9765,strained,Positive
9766,straining,Positive
9767,strange,Positive
9768,strangely,Positive
9769,stranger,Positive
9770,strangest,Positive
9771,strangle,Positive
9775,strategic,Positive
9776,streak,Positive
9777,streaky,Positive
9778,streamline,Positive
9779,streamlined,Positive
9780,street-legal,Positive
9781,street-smart-,Positive
9782,streetwise,Positive
9783,street-wise,Positive
9784,strength,Positive
9785,strengthen,Positive
9786,strenuous,Positive
9787,stress,Positive
9788,stresses,Positive
9789,stressful,Positive
9790,stressfully,Positive
9791,stricken,Positive
9792,strict,Positive
9793,strictly,Positive
9794,stride,Positive
9795,strident,Positive
9796,stridently,Positive
9797,strife,Positive
9798,strike,Positive
9799,striking,Positive
9800,strikingly,Positive
9801,stringent,Positive
9802,stringently,Positive
9807,stripling,Positive
9808,strive,Positive
9809,striving,Positive
9811,strong,Positive
9812,stronger,Positive
9813,strongest,Positive
9814,strongly,Positive
9815,strong-suit,Positive
9816,strong-words,Positive
9817,struck,Positive
9818,struggle,Positive
9819,struggled,Positive
9820,struggles,Positive
9821,struggling,Positive
9822,strut,Positive
9823,stubborn,Positive
9824,stubbornly,Positive
9825,stubbornness,Positive
9826,stuck,Positive
9827,stud,Positive
9828,student,Positive
9829,studious,Positive
9830,studiously,Positive
9831,studly,Positive
9832,studmuffin,Positive
9833,study,Positive
9834,stuffy,Positive
9835,stumble,Positive
9836,stumbled,Positive
9837,stumbles,Positive
9838,stump,Positive
9839,stumped,Positive
9840,stumps,Positive
9841,stun,Positive
9842,stunned,Positive
9843,stunning,Positive
9844,stunningly,Positive
9845,stunt,Positive
9846,stunted,Positive
9847,stupendous,Positive
9848,stupendously,Positive
9850,stupidest,Positive
9853,stupidity,Positive
9854,stupidly,Positive
9855,stupor,Positive
9856,sturdier,Positive
9857,sturdy,Positive
9858,stutter,Positive
9859,stuttered,Positive
9860,stuttering,Positive
9861,stutters,Positive
9862,sty,Positive
9863,style,Positive
9865,stylish,Positive
9866,stylishly,Positive
9867,stylist,Positive
9868,stylized,Positive
9869,stymied,Positive
9870,suasive,Positive
9871,suave,Positive
9872,suavely,Positive
9873,subdued,Positive
9874,subjected,Positive
9875,subjection,Positive
9876,subjugate,Positive
9877,subjugation,Positive
9878,sublime,Positive
9879,submissive,Positive
9880,subordinate,Positive
9881,sub-par,Positive
9882,subpoena,Positive
9883,subpoenas,Positive
9884,subservience,Positive
9885,subservient,Positive
9886,subsidize,Positive
9887,subsidized,Positive
9888,subsidizes,Positive
9889,subsidizing,Positive
9890,substandard,Positive
9891,substantial,Positive
9892,substantially,Positive
9893,substantiate,Positive
9894,substantive,Positive
9895,subtilise,Positive
9896,subtilize,Positive
9897,subtle,Positive
9898,subtly,Positive
9899,subtract,Positive
9900,subvent,Positive
9901,subvention,Positive
9902,subversion,Positive
9903,subversive,Positive
9904,subversively,Positive
9905,subvert,Positive
9906,succeed,Positive
9907,succeeded,Positive
9908,succeeder,Positive
9909,succeeding,Positive
9910,succeeds,Positive
9911,success,Positive
9912,successes,Positive
9913,successful,Positive
9914,successfully,Positive
9915,success-story,Positive
9916,succinct,Positive
9917,succinctly,Positive
9918,succulent,Positive
9919,succumb,Positive
9923,sucked,Positive
9930,sucks,Positive
9931,sucky,Positive
9932,sue,Positive
9933,sued,Positive
9934,sues,Positive
9935,suffer,Positive
9936,suffered,Positive
9937,sufferer,Positive
9938,sufferers,Positive
9939,suffering,Positive
9940,suffers,Positive
9941,suffice,Positive
9942,sufficed,Positive
9943,suffices,Positive
9944,sufficiency,Positive
9945,sufficient,Positive
9946,sufficiently,Positive
9947,suffocate,Positive
9948,sugar,Positive
9949,sugar-coat,Positive
9950,sugarcoated,Positive
9951,sugar-coated,Positive
9952,sugar-dumpling,Positive
9953,suicidal,Positive
9956,suit,Positive
9957,suitable,Positive
9958,suitably,Positive
9959,suitor,Positive
9961,sulk,Positive
9962,sullen,Positive
9963,sully,Positive
9965,summa-cum-laude,Positive
9966,summary,Positive
9968,sumptuosity,Positive
9969,sumptuous,Positive
9970,sumptuously,Positive
9971,sumptuousness,Positive
9972,sun,Positive
9973,sunbathe,Positive
9974,sunday-best,Positive
9975,sunder,Positive
9976,sunk,Positive
9977,sunken,Positive
9978,sun-kissed,Positive
9979,sunniness,Positive
9980,sunny,Positive
9981,sunshine,Positive
9982,suntan,Positive
9983,sup,Positive
9984,super,Positive
9985,superabundant,Positive
9986,superabundantly,Positive
9987,superb,Positive
9988,superbly,Positive
9989,supercal,Positive
9990,superconscious,Positive
9991,superficial,Positive
9992,superficiality,Positive
9993,superficially,Positive
9994,superfine,Positive
9995,superfluous,Positive
9996,superfly,Positive
9997,superhero,Positive
9998,superhuman,Positive
9999,superior,Positive
10000,superiority,Positive
10001,superlative,Positive
10002,superman,Positive
10003,superpower,Positive
10004,superstition,Positive
10005,superstitious,Positive
10006,supple,Positive
10007,supply,Positive
10008,support,Positive
10009,supported,Positive
10010,supporter,Positive
10011,supporting,Positive
10012,supportive,Positive
10013,supportively,Positive
10014,supportiveness,Positive
10015,supports,Positive
10016,suppress,Positive
10017,suppression,Positive
10018,supremacy,Positive
10019,supreme,Positive
10020,supremely,Positive
10021,supremo,Positive
10022,sure,Positive
10023,sure-fire,Positive
10024,sure-footed,Positive
10025,surety,Positive
10026,surfie,Positive
10027,surmount,Positive
10028,surpass,Positive
10029,surprised,Positive
10030,surreal,Positive
10031,surrender,Positive
10032,survival,Positive
10033,survive,Positive
10034,survivor,Positive
10035,susceptible,Positive
10036,suspect,Positive
10037,suspicion,Positive
10038,suspicions,Positive
10039,suspicious,Positive
10040,suspiciously,Positive
10041,sustain,Positive
10042,sustainability,Positive
10043,sustainable,Positive
10044,sustained,Positive
10045,sustenance,Positive
10046,sustentation,Positive
10048,svelte,Positive
10049,swag,Positive
10050,swagger,Positive
10051,swaggy,Positive
10052,swain,Positive
10056,swamped,Positive
10057,swank,Positive
10058,swankier,Positive
10059,swankiest,Positive
10060,swanky,Positive
10061,swaraj,Positive
10062,swashbuckler,Positive
10063,swashbuckling,Positive
10065,sweaty,Positive
10066,sweep,Positive
10067,sweeping,Positive
10068,sweet,Positive
10069,sweeten,Positive
10070,sweetener,Positive
10071,sweetheart,Positive
10072,sweetie,Positive
10073,sweetie-pie,Positive
10074,sweeting,Positive
10075,sweetly,Positive
10076,sweetness,Positive
10077,sweet-william,Positive
10078,swell,Positive
10079,swelled,Positive
10080,swelling,Positive
10081,swift,Positive
10082,swiftness,Positive
10083,swindle,Positive
10085,swipe,Positive
10086,swollen,Positive
10087,swoon,Positive
10088,swoop,Positive
10089,sympathetic,Positive
10090,sympathetically,Positive
10091,sympathise,Positive
10092,sympathizer,Positive
10093,sympathy,Positive
10094,symptom,Positive
10095,symptoms,Positive
10096,sync,Positive
10097,syndrome,Positive
10098,synergist,Positive
10099,synergy,Positive
10101,systematic,Positive
10102,syzygy,Positive
10107,tackle,Positive
10108,tacky,Positive
10109,tact,Positive
10110,tactful,Positive
10111,ta-da,Positive
10113,tailored,Positive
10114,tailor-made,Positive
10115,taint,Positive
10117,tainted,Positive
10118,take,Positive
10119,take-charge,Positive
10120,talent,Positive
10121,talented,Positive
10122,tall,Positive
10123,tame,Positive
10124,tamper,Positive
10127,tangible,Positive
10128,tangle,Positive
10129,tangled,Positive
10130,tangles,Positive
10131,tangy,Positive
10132,tank,Positive
10133,tanked,Positive
10134,tanks,Positive
10135,tantalize,Positive
10136,tantalizing,Positive
10138,tantrum,Positive
10141,tardy,Positive
10142,tarnish,Positive
10143,tarnished,Positive
10144,tarnishes,Positive
10145,tarnishing,Positive
10147,tasteful,Positive
10148,tasty,Positive
10149,tattered,Positive
10150,taught,Positive
10151,taunt,Positive
10152,taunting,Positive
10153,tauntingly,Positive
10154,taunts,Positive
10155,taut,Positive
10157,taxing,Positive
10160,teach,Positive
10161,teacher,Positive
10162,teaching,Positive
10163,team,Positive
10164,teamwork,Positive
10165,tease,Positive
10166,teasingly,Positive
10168,tedious,Positive
10169,tediously,Positive
10172,temerity,Positive
10173,temper,Positive
10174,temperate,Positive
10175,tempest,Positive
